date,SMDD_Open,SMDD_High,SMDD_Low,SMDD_Close,SMDD_Volume,SMDD_Dividends,SMDD_Stock Splits
2011-02-01 00:00:00+00:00,12805.1201171875,12805.1201171875,12503.0400390625,11897.158203125,28,0.0,
2011-02-02 00:00:00+00:00,12625.919921875,12641.2802734375,12416.0,11935.9736328125,48,0.0,
2011-02-03 00:00:00+00:00,12574.7197265625,12881.919921875,12482.5595703125,11829.2294921875,129,0.0,
2011-02-04 00:00:00+00:00,12492.7998046875,12569.599609375,12282.8798828125,11664.2607421875,147,0.0,
2011-02-07 00:00:00+00:00,12160.0,12175.3603515625,11827.2001953125,11377.9921875,157,0.0,
2011-02-08 00:00:00+00:00,12021.759765625,12052.48046875,11822.080078125,11203.318359375,18,0.0,
2011-02-09 00:00:00+00:00,11868.16015625,11965.4404296875,11776.0,11276.0966796875,113,0.0,
2011-02-10 00:00:00+00:00,12052.48046875,12052.48046875,11678.7197265625,11086.869140625,20,0.0,
2011-02-11 00:00:00+00:00,11801.599609375,11801.599609375,11330.5595703125,10771.4892578125,15,0.0,
2011-02-14 00:00:00+00:00,11294.7197265625,11320.3203125,11182.080078125,10606.5205078125,17,0.0,
2011-02-15 00:00:00+00:00,11294.7197265625,11361.2802734375,11238.400390625,10766.6376953125,14,0.0,
2011-02-16 00:00:00+00:00,11192.3203125,11192.3203125,11008.0,10494.9208984375,38,0.0,
2011-02-17 00:00:00+00:00,11161.599609375,11161.599609375,10885.1201171875,10368.7705078125,56,0.0,
2011-02-18 00:00:00+00:00,10864.6396484375,11008.0,10849.2802734375,10344.51171875,46,0.0,
2011-02-22 00:00:00+00:00,11202.5595703125,11699.2001953125,11064.3203125,11062.6083984375,107,0.0,
2011-02-23 00:00:00+00:00,11663.3603515625,12477.4404296875,11642.8798828125,11528.4052734375,91,0.0,
2011-02-24 00:00:00+00:00,12160.0,12528.6396484375,11888.6396484375,11528.4052734375,116,0.0,
2011-02-25 00:00:00+00:00,11991.0400390625,11996.16015625,11422.7197265625,10824.8623046875,55,0.0,
2011-02-28 00:00:00+00:00,11223.0400390625,11494.400390625,11161.599609375,10756.93359375,43,0.0,
2011-03-01 00:00:00+00:00,11243.51953125,11975.6796875,11223.0400390625,11300.359375,77,0.0,
2011-03-02 00:00:00+00:00,11970.5595703125,11970.5595703125,11560.9599609375,11120.833984375,29,0.0,
2011-03-03 00:00:00+00:00,11402.240234375,11402.240234375,10946.5595703125,10407.5888671875,131,0.0,
